opcode_sequence,label
xor pop xor pop jmp cmp push or xor xor nop ret or call pop sub pop ret,1
cmp nop push or add ret lea cmp lea,0
and nop lea mov jmp lea pop or push or xor call pop lea mov call jmp,0
call lea add mov mov push push or and sub push sub lea push pop nop push,0
xor or xor and jmp xor call,1
ret cmp xor cmp add sub or or and cmp or add mov,1
call cmp and lea and jmp lea pop nop or,1
call mov jmp mov pop push,0
jmp xor lea mov nop mov jmp cmp ret nop and mov call push jmp jmp add ret,1
lea sub lea jmp mov pop or push push ret,0
xor pop or call lea ret pop or jmp call,1
sub lea xor nop sub call add and mov nop and,1
and xor and or push ret add and ret sub mov add ret nop and ret and or and or,1
lea lea nop nop lea push sub lea,0
jmp mov lea pop push nop xor sub sub sub nop ret push jmp jmp lea,0
lea sub xor pop lea call call jmp nop lea sub or or lea lea push lea or,1
cmp push cmp jmp pop pop push add,0
add pop cmp xor nop lea,1
and xor nop or nop lea nop add sub pop cmp nop,1
call xor lea or sub call add lea jmp add and,1
mov or cmp sub mov sub jmp mov call ret add cmp ret push push cmp add,1
call jmp jmp add xor nop call sub sub lea cmp lea mov pop add cmp call,0
add mov and xor push or push mov xor mov and cmp jmp pop nop jmp sub call lea,1
lea and jmp pop push call nop add sub and,1
mov or lea push sub sub push ret sub mov nop ret,1
or lea cmp or push sub mov add,0
mov pop xor nop xor jmp call add pop pop or xor jmp jmp mov sub call,0
xor jmp call or pop sub xor and and mov pop lea call cmp and,0
or jmp sub call and or or sub push lea or pop lea lea cmp,0
sub cmp pop nop cmp push pop add add call ret jmp xor jmp jmp pop,1
jmp sub call cmp cmp add,1
lea call sub call or nop call ret,0
mov ret add push mov or sub ret nop ret ret,0
nop jmp sub nop cmp ret lea call or nop pop nop add nop add and call or nop xor,0
ret sub push ret mov and add sub ret add and mov and call lea,1
jmp push pop lea nop and ret jmp nop xor pop or xor cmp nop jmp,0
ret ret mov xor add pop and or cmp lea add,1
and mov nop push add and pop add nop push add push call add push call call,0
sub call mov push sub add and add ret pop,1
lea cmp call pop sub call mov add nop cmp,1
ret xor push mov jmp pop,1
sub push lea sub or sub,1
cmp add xor mov nop nop call and ret add,0
sub sub nop call nop xor nop lea lea sub cmp mov cmp ret call and nop pop,1
jmp lea call sub add or and and and push,0
push pop ret nop pop call push call,1
or or ret lea jmp jmp jmp mov jmp add lea add push call push,0
lea ret ret xor sub push mov ret call nop lea xor and jmp ret,1
nop jmp xor lea xor nop,0
nop and pop pop ret nop add nop,0
add call and ret jmp push ret lea xor push mov nop pop or xor xor jmp,1
ret add and add lea mov ret add,0
sub push and xor jmp mov lea mov push xor pop jmp jmp xor jmp pop push add and add,1
add sub xor mov sub jmp mov pop ret call,1
call sub and ret push nop mov,0
lea sub sub call pop call add add sub add mov pop cmp nop call pop jmp,1
sub cmp nop add cmp call call sub nop lea nop nop xor sub pop or ret jmp sub,1
or nop nop mov call nop sub nop or,0
add nop jmp nop and lea jmp call mov lea lea and jmp cmp add or,0
push add ret call ret ret add pop nop,1
push mov nop sub xor xor mov add pop call mov add mov cmp,1
nop or ret jmp pop push lea xor sub pop ret,0
call cmp sub and lea lea sub jmp pop,0
mov call sub jmp pop push pop pop xor push jmp or jmp,0
mov call or lea call sub call ret sub push,1
sub cmp sub sub pop pop add push nop cmp call cmp add,1
cmp xor add push add jmp or lea or nop xor,1
or ret or nop push call,1
ret call ret pop sub ret pop xor ret,0
nop nop lea xor and xor xor pop call push lea call pop sub mov xor nop and ret xor,0
and ret xor jmp call cmp sub cmp mov call and nop cmp pop call and mov xor or ret,1
add xor cmp add add call add cmp sub lea xor add pop jmp sub cmp pop lea mov,1
sub or push pop lea nop push ret ret sub cmp push ret push push xor nop,1
nop mov call or push and nop sub sub nop sub ret mov add mov lea add call jmp,1
add and pop xor lea add jmp ret or and nop xor ret,1
push xor or ret xor lea xor,0
sub add xor call jmp ret nop ret sub,1
sub mov call push and cmp and call pop jmp,1
nop lea or lea jmp nop mov mov nop add mov and xor,1
ret sub add add lea mov xor mov or add ret mov mov push and,0
or mov or jmp lea add call call sub nop nop cmp sub jmp cmp add cmp call,0
nop call add xor push sub sub xor jmp xor cmp mov ret xor sub pop cmp jmp,1
xor jmp pop jmp xor pop push xor pop push or push cmp and jmp,1
ret xor pop add sub and add mov,0
add cmp cmp push nop xor and push mov cmp jmp and call cmp nop,1
lea lea mov ret call add ret add cmp,1
cmp nop or jmp and sub ret sub push add cmp and mov pop xor jmp or pop jmp push,0
pop xor nop mov mov mov add lea lea,0
xor add lea cmp add cmp call add mov ret xor mov push sub nop nop cmp push ret,1
pop mov nop mov push call call pop pop cmp cmp add mov sub,0
lea lea nop jmp ret call mov call ret pop pop mov ret cmp and lea,0
and jmp add mov and call lea pop nop,1
cmp push cmp mov jmp jmp jmp sub or cmp call cmp,1
add jmp pop ret cmp add,0
push xor call add mov push jmp xor,1
jmp cmp push and cmp lea sub ret sub lea jmp and nop nop cmp or,0
cmp xor push nop nop add sub pop add,1
mov ret or jmp lea push sub cmp mov add xor ret jmp ret cmp add ret cmp nop add,0
push pop xor or jmp ret call and or cmp add and jmp call,0
or add and pop sub xor ret mov and nop and mov pop xor nop jmp,1
add lea call nop cmp pop xor pop ret and lea lea jmp pop sub xor and,1
pop pop call add and sub cmp lea xor,0
xor ret nop cmp nop or,1
xor pop and mov sub mov ret call cmp lea pop,1
cmp ret jmp add cmp xor,1
add ret sub cmp add mov mov push jmp mov and pop ret call sub push and nop,1
ret or or add xor mov ret,1
and lea and ret mov xor or jmp add,1
mov sub add and add ret jmp,0
cmp and sub or xor ret jmp call add add and call add cmp,0
and xor add nop sub pop xor cmp push ret sub mov,0
add push or jmp ret pop nop call cmp push xor lea and xor mov call,0
pop and or jmp call and and and or add or ret jmp push or,0
ret push or or call nop call lea,0
and call pop and cmp nop sub cmp and xor nop push mov xor cmp lea xor call lea,1
or lea or mov and add pop cmp xor sub,1
push xor or xor ret jmp jmp nop add and,0
nop add or pop mov cmp push lea mov jmp nop add or cmp,1
ret sub nop pop nop cmp,1
mov jmp add nop lea mov sub ret xor nop jmp mov xor xor sub lea pop jmp,0
add add pop sub cmp lea mov lea lea push xor call lea cmp and nop lea lea sub,0
mov pop nop or call ret or mov cmp mov call cmp cmp call,1
push push ret ret nop pop ret jmp ret pop lea call or,1
pop lea push and push jmp jmp push,0
cmp ret add sub and pop add sub call call mov or mov nop xor sub,0
lea lea add call or mov cmp,1
mov jmp ret push and mov and ret xor add push call ret xor add sub add push cmp,1
sub and ret pop jmp jmp add push push ret call sub sub and,1
ret push sub push ret and ret xor jmp nop and,0
pop jmp jmp or jmp add nop or or and nop,1
lea nop xor call or xor lea push call sub call or call nop and,0
cmp push sub xor sub call pop sub add mov,0
mov add nop lea or cmp ret push jmp xor,0
mov and pop push mov nop cmp push pop push and,1
add call jmp ret push or or nop pop or jmp call xor sub nop,0
xor cmp ret push lea jmp ret push push mov pop call cmp call and ret,1
xor and push call nop xor jmp ret xor xor xor add jmp,1
push jmp mov xor sub or pop cmp nop pop jmp call push lea add ret ret xor call,1
push nop lea jmp mov nop sub call cmp mov add,1
sub add cmp call push sub pop xor add pop ret sub push lea cmp ret pop and,1
jmp xor ret jmp nop xor and cmp call lea jmp lea and push jmp add ret cmp and,1
or lea jmp nop jmp ret xor nop jmp,1
lea add sub or mov lea xor xor ret jmp or xor add jmp,1
ret push cmp cmp lea cmp or and lea nop mov mov mov push cmp sub or lea,0
nop xor sub lea xor xor,0
xor nop jmp nop call call ret and add cmp,0
sub xor sub nop xor xor push mov add and,0
lea pop and xor mov nop cmp or nop or xor call mov and xor cmp pop pop push jmp,1
lea and sub xor nop pop and add or ret jmp mov lea,1
pop ret xor sub push nop add mov or lea and or xor,0
call jmp cmp sub pop or mov ret pop xor push nop jmp push mov xor ret,0
add ret lea nop call xor and call or sub pop and call call and ret xor,1
call call jmp and and or sub call push,1
add pop cmp and ret add and nop sub or call call,1
and jmp and xor push call mov cmp nop ret pop add or jmp or call xor jmp,0
call call jmp pop nop lea nop mov jmp and cmp xor sub or,1
sub call nop nop push cmp nop cmp lea nop or pop jmp mov,1
ret jmp jmp jmp cmp call push,0
pop add push ret add pop mov jmp,1
add jmp nop nop lea mov add pop cmp jmp sub call sub mov,0
or pop nop jmp call pop cmp jmp call push cmp xor nop call or call sub call add xor,0
ret lea call ret ret sub nop push cmp,0
or add xor add nop mov jmp xor lea push sub cmp jmp ret and sub jmp nop,1
pop nop jmp add call sub or nop,1
cmp nop call cmp or pop,0
pop mov or add and cmp add xor cmp mov and sub jmp xor cmp call cmp or lea,0
push mov call nop lea call call push lea and call add lea push or nop,1
cmp push xor nop nop mov ret cmp ret call add,0
add cmp nop xor cmp nop xor lea or nop jmp pop add xor nop xor,1
lea pop lea ret lea nop lea nop add and and or cmp mov,1
jmp lea xor xor pop add jmp call push add,1
mov cmp jmp lea pop cmp ret nop lea pop call ret push and or,0
jmp sub call cmp push ret or or sub ret or ret mov jmp,0
mov lea pop ret sub mov ret jmp lea,1
add cmp nop sub cmp ret sub nop xor xor nop jmp nop xor pop ret,0
ret and cmp add cmp add cmp jmp and call push or lea and or nop pop jmp push,1
lea nop pop ret push call sub push xor ret jmp cmp mov ret pop pop or push,0
add mov pop jmp jmp and or xor nop pop or push nop nop add xor nop,1
add add call cmp and xor jmp and xor or sub and mov lea pop sub,1
call cmp or pop xor push ret mov call or pop and or ret jmp push ret call jmp,0
cmp ret pop lea and ret jmp call or add and call jmp call pop jmp or nop push jmp,1
sub or mov pop sub mov pop nop xor pop add,1
or cmp add push sub mov ret,1
push add push add jmp mov jmp add add nop and add push sub add lea push nop,0
jmp push sub call nop pop sub or push sub jmp pop call and nop push or sub,0
call and jmp and jmp jmp lea xor nop jmp xor and lea lea pop and jmp call call mov,1
pop mov mov lea mov nop mov ret jmp or and nop or add push cmp cmp nop lea lea,0
nop or call and call cmp call lea,1
push add nop jmp mov and add lea or pop cmp jmp or,0
lea call cmp jmp call lea mov pop mov pop pop and or sub,0
push mov jmp mov and jmp add cmp add and jmp xor ret sub nop or or jmp jmp pop,1
and ret jmp jmp cmp sub lea,0
add call and ret cmp mov xor add jmp push push add cmp jmp,1
lea nop cmp ret cmp push mov or or add pop sub ret ret mov or cmp sub or,1
ret xor sub or or jmp nop cmp,1
mov sub or xor pop nop and lea sub call,0
or and nop xor pop and push push and mov,0
ret jmp nop jmp cmp jmp xor cmp mov or xor sub pop sub push jmp pop cmp,1
call nop nop jmp jmp push jmp or,1
cmp nop cmp jmp jmp xor sub mov xor pop lea ret add pop push pop and call,0
or jmp xor call xor nop pop push cmp cmp jmp,0
lea cmp nop call or call or call add lea lea or push,1
nop add ret mov add add ret xor or lea push call xor pop cmp lea push xor or ret,1
call xor mov cmp and ret nop mov cmp sub lea ret xor xor sub ret,0
nop jmp call jmp jmp pop mov,0
mov call pop ret cmp jmp and or,1
jmp sub lea sub xor jmp pop call or xor add xor push add mov xor,0
mov mov call cmp jmp xor push nop,0
and cmp pop nop lea jmp cmp pop push and jmp call mov pop add,1
nop call sub pop nop sub or pop ret nop xor add nop mov nop ret mov jmp pop,1
sub lea and or push push xor pop and xor xor sub sub lea and or,1
pop or pop xor mov pop,1
add cmp or mov pop and push,1
lea ret add cmp push sub ret nop call xor sub cmp call jmp lea add mov pop sub jmp,0
lea nop and mov add xor push xor nop mov jmp jmp pop lea call ret pop,1
ret and jmp push cmp xor ret nop jmp add call call jmp sub,1
xor xor sub lea add pop,0
nop and mov sub mov nop ret pop xor cmp pop call cmp pop call,0
jmp lea pop call nop jmp jmp call lea mov lea nop push xor nop xor,0
nop call mov call ret nop call ret push lea xor jmp mov and,1
sub lea jmp nop push sub pop nop and and xor cmp sub,0
and and jmp xor or nop ret nop add call jmp,1
cmp add lea and nop ret add lea sub nop,0
nop cmp lea pop or xor lea jmp,0
cmp nop sub nop pop push add add,1
push sub pop push call call add nop xor xor add push mov jmp jmp call call jmp push,0
ret ret jmp and add call pop sub xor call jmp,1
mov or pop lea sub nop cmp add or or or mov nop call,1
lea lea nop cmp xor sub xor jmp add nop sub cmp sub jmp xor or cmp xor pop and,0
pop sub jmp add and ret,0
sub cmp cmp nop call jmp push sub sub xor jmp call and pop pop nop,0
and jmp sub pop lea push mov sub ret add,1
ret or lea sub xor call cmp,1
xor nop jmp xor push add pop call pop ret or ret sub sub,1
mov mov nop push cmp or call sub call nop cmp nop jmp sub nop,1
xor jmp lea xor push and and lea,0
cmp call nop lea add ret call nop or lea push or lea push xor and jmp,0
nop sub jmp mov and nop add push nop jmp add sub,1
xor push jmp cmp mov add and push cmp cmp or and lea sub push lea add mov,0
cmp push sub sub nop or mov and and and lea or pop or ret jmp push sub pop,0
nop push xor mov cmp jmp push push jmp or nop,1
and jmp and pop call cmp and lea xor jmp or push mov push add xor or,0
add or cmp add add and push lea mov xor sub sub ret sub sub push pop call,0
lea sub sub ret or push,1
call nop sub sub call or lea pop,0
add lea add and call jmp ret push mov push pop mov or call call jmp cmp,0
cmp lea ret or pop mov jmp jmp or xor nop and call,1
sub call cmp lea ret jmp nop or add xor jmp xor add nop cmp,0
pop add lea cmp lea ret and and nop,1
and push sub lea pop push mov lea and and jmp cmp lea xor mov sub lea call,1
nop call sub or and or nop or,0
and jmp call cmp sub push add sub add nop or jmp or jmp nop,0
lea lea add push and jmp nop push call lea lea cmp sub,0
lea or xor lea mov push add mov sub cmp jmp jmp ret or ret push add,0
add mov mov pop add add lea jmp jmp add lea ret lea,0
and and push lea cmp sub mov add pop nop nop or lea pop or push pop,0
xor xor pop add xor and push mov jmp xor or cmp,0
mov pop lea add pop add cmp add jmp nop cmp sub nop,1
call call call xor pop or add call,1
jmp nop ret or lea push cmp nop lea pop call jmp and ret jmp ret ret,0
pop or jmp cmp or add,0
lea ret cmp push push pop call jmp xor call call call add xor push xor sub and,1
push add add jmp sub add and pop nop and cmp sub xor,0
ret nop add push sub add add xor add,1
and push sub lea mov or add,1
jmp sub nop sub mov mov and mov or add add ret or jmp pop and or add,0
add cmp and or pop sub add lea nop add and add jmp ret lea mov pop and,0
pop push xor ret jmp push add nop nop push or,1
sub jmp nop pop lea and sub pop,0
sub call or lea ret push push add push add,0
lea xor ret ret and push push,1
jmp ret add pop call push mov xor sub sub,0
mov nop ret pop xor add jmp cmp sub ret jmp,0
lea pop call lea push pop and lea ret mov,1
xor or pop sub push mov,0
pop pop add pop ret call or sub call pop xor ret nop and lea or or,0
sub push nop and cmp xor cmp call call add mov,1
pop pop mov call add sub,1
sub lea jmp jmp pop sub,1
or ret xor sub ret call nop push cmp ret sub call and jmp,1
call nop and or ret pop pop jmp add lea,1
xor sub nop mov add and push ret xor push pop and cmp or or call call xor,0
cmp jmp jmp call cmp and push lea jmp add push mov or or nop call or,1
jmp pop add cmp add push sub and cmp or cmp push push jmp add xor,1
add xor add nop nop or or lea jmp xor sub and nop call sub add nop jmp,1
mov xor jmp pop call and push xor or nop jmp pop xor or cmp or and add call,1
